TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
SHEN-ATTV6D,20180529,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SHEN-ATTV6D,20180302,Follow-Up,0,1,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
SHEN-ATTV6D,20171228,Follow-Up,0,2,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
SHEN-ATTV6D,20171212,Routine,2,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SHEN-ATTV6D,20171116,Follow-Up,0,0,,Low
NDAA-9NKTFG,20200110,Routine,0,0,,Low
NDAA-9NKTFG,20190219,Follow-Up,0,0,,Low
NDAA-9NKTFG,20190204,Follow-Up,0,0,,Low
NDAA-9NKTFG,20190129,Routine,2,3,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
NDAA-9NKTFG,20180102,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
NDAA-9NKTFG,20170127,Follow-Up,0,0,,Low
NDAA-9NKTFG,20170117,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",High
NDAA-9BGPR8,20190426,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
NDAA-9BGPR8,20181122,Follow-Up,0,0,,Low
NDAA-9BGPR8,20180411,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-9BGPR8,20171102,Routine,0,0,,Low
NDAA-9BGPR8,20170424,Routine,0,0,,Low
NDAA-9BGPR8,20161101,Routine,0,0,,Low
NDAA-9BGPR8,20160405,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6HKV3L,20200103,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-6HKV3L,20190917,Routine,0,0,,Low
GEDS-6HKV3L,20190226,Routine,0,0,,Low
GEDS-6HKV3L,20180425,Routine,0,0,,Low
GEDS-6HKV3L,20171017,Routine,0,0,,Low
GEDS-6HKV3L,20170428,Routine,0,0,,Low
GEDS-6HKV3L,20161102,Routine,0,0,,Low
GEDS-6HKV3L,20160510,Routine,0,0,,Low
ACAK-8T9PGA,20200130,Follow-Up,0,0,,Low
ACAK-8T9PGA,20200116,Routine,0,1,"502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
ACAK-8T9PGA,20190829,Routine,0,0,,Low
ACAK-8T9PGA,20190412,Follow-Up,0,0,,Low
ACAK-8T9PGA,20190116,Routine,0,0,,Low
ACAK-8T9PGA,20180828,Routine,0,0,,Low
ACAK-8T9PGA,20171123,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
ACAK-8T9PGA,20170428,Routine,0,0,,Low
ACAK-8T9PGA,20170120,Routine,1,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
ACAK-8T9PGA,20160707,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
ACAK-8T9NSX,20191115,Follow-Up,0,0,,Low
ACAK-8T9NSX,20191114,Follow-Up,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
ACAK-8T9NSX,20191108,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
ACAK-8T9NSX,20190603,Follow-Up,0,0,,Low
ACAK-8T9NSX,20190515,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
ACAK-8T9NSX,20181102,Routine,0,0,,Low
ACAK-8T9NSX,20180517,Follow-Up,0,0,,Low
ACAK-8T9NSX,20180514,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
ACAK-8T9NSX,20171124,Routine,0,0,,Low
ACAK-8T9NSX,20170515,Routine,0,1,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
ACAK-8T9NSX,20161108,Routine,0,0,,Low
ACAK-8T9NSX,20160504,Routine,0,0,,Low
SDFO-8HEPAH,20190802,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SDFO-8HEPAH,20190301,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
SDFO-8HEPAH,20181023,Routine,0,0,,Low
SDFO-8HEPAH,20180320,Routine,0,0,,Low
SDFO-8HEPAH,20170802,Routine,0,0,,Low
SDFO-8HEPAH,20170113,Routine,1,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SHEN-A6LQB3,20200127,Routine,0,0,,Low
SHEN-A6LQB3,20190813,Routine,0,0,,Low
SHEN-A6LQB3,20181218,Follow-Up,0,0,,Low
SHEN-A6LQB3,20181203,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A6LQB3,20180622,Routine,0,0,,Low
SHEN-A6LQB3,20171206,Follow-Up,0,0,,Low
SHEN-A6LQB3,20171204,Routine,0,0,,Low
SHEN-A6LQB3,20170601,Routine,0,0,,Low
SHEN-A6LQB3,20170308,Routine,0,0,,Low
SHEN-A6LQB3,20170221,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SHEN-A6LQB3,20160722,Routine,0,3,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
SHEN-APFQLS,20190911,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-APFQLS,20190214,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-APFQLS,20180822,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SHEN-APFQLS,20180322,Routine,0,0,,Low
SHEN-APFQLS,20171124,Routine,1,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
SHEN-APFQLS,20170724,Routine,1,3,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-66Z2DP,20190913,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
GEDS-66Z2DP,20190318,Follow-Up,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
GEDS-66Z2DP,20190227,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-66Z2DP,20181211,Follow-Up,0,0,,Low
GEDS-66Z2DP,20181203,Follow-Up,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-66Z2DP,20181128,Follow-Up,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-66Z2DP,20181022,Follow-Up,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
GEDS-66Z2DP,20181011,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-66Z2DP,20180307,Routine,2,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Moderate
GEDS-66Z2DP,20171012,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-66Z2DP,20170308,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-66Z2DP,20161122,Follow-Up,0,0,,Low
GEDS-66Z2DP,20161114,Follow-Up,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-66Z2DP,20161031,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
NDAA-9PPQAD,20200205,Routine,0,0,,Low
NDAA-9PPQAD,20190917,Routine,0,0,,Low
NDAA-9PPQAD,20190115,Routine,0,0,,Low
NDAA-9PPQAD,20180613,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
NDAA-9PPQAD,20180131,Routine,0,0,,Low
NDAA-9PPQAD,20170920,Routine,1,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
NDAA-9PPQAD,20170327,Follow-Up,0,0,,Low
NDAA-9PPQAD,20170308,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
NDAA-9PPQAD,20160929,Routine,0,0,,Low
A020053    ,20191125,Routine,0,0,,Low
A020053    ,20190606,Routine,0,0,,Low
A020053    ,20190107,Routine,0,0,,Low
A020053    ,20180717,Routine,0,1,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
A020053    ,20170911,Routine,0,0,,Low
A020053    ,20170421,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A020053    ,20161130,Routine,0,0,,Low
A020053    ,20160526,Routine,0,0,,Low
SWOD-AEVR4M,20190823,Routine,0,0,,Low
SWOD-AEVR4M,20190225,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
SWOD-AEVR4M,20181003,Routine,0,0,,Low
SWOD-AEVR4M,20180214,Routine,0,1,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
SWOD-AEVR4M,20170908,Routine,0,0,,Low
SWOD-AEVR4M,20170330,Routine,0,0,,Low
SWOD-AEVR4M,20161220,Routine,0,0,,Low
SWOD-A83PU8,20200310,Routine,0,0,,Low
SWOD-A83PU8,20190826,Routine,0,0,,Low
SWOD-A83PU8,20190225,Routine,0,0,,Low
SWOD-A83PU8,20180816,Routine,0,0,,Low
SWOD-A83PU8,20180214,Routine,1,2,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SWOD-A83PU8,20170821,Routine,0,0,,Low
SWOD-A83PU8,20170329,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SWOD-A83PU8,20160920,Routine,0,0,,Low
NDAA-A9PNQA,20200110,Routine,0,0,,Low
NDAA-A9PNQA,20190913,Routine,0,0,,Low
NDAA-A9PNQA,20190208,Routine,0,0,,Low
NDAA-A9PNQA,20180913,Routine,0,0,,Low
NDAA-A9PNQA,20180129,Routine,0,0,,Low
NDAA-A9PNQA,20170901,Routine,0,0,,Low
NDAA-A9PNQA,20170320,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
NDAA-A9PNQA,20170109,Routine,0,0,,Low
NDAA-A9PNQA,20161104,Routine,0,0,,Low
NDAA-A9PNQA,20160324,Follow-Up,0,0,,Low
KSMH-AQNNLT,20191025,Follow-Up,0,0,,Low
KSMH-AQNNLT,20191022,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
KSMH-AQNNLT,20190501,Routine,0,0,,Low
KSMH-AQNNLT,20181003,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
KSMH-AQNNLT,20180508,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
KSMH-AQNNLT,20171004,Routine,0,1,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
PGOO-662TRV,20191015,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
PGOO-662TRV,20190501,Routine,0,0,,Low
PGOO-662TRV,20181009,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
PGOO-662TRV,20180517,Routine,0,0,,Low
PGOO-662TRV,20171013,Follow-Up,0,0,,Low
PGOO-662TRV,20171010,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
PGOO-662TRV,20170428,Follow-Up,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
PGOO-662TRV,20170419,Routine,3,2,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
PGOO-662TRV,20161024,Routine,0,0,,Low
PGOO-662TRV,20160411,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
GEDS-65FPRC,20190911,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
GEDS-65FPRC,20190319,Follow-Up,0,0,,Low
GEDS-65FPRC,20190313,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
GEDS-65FPRC,20180829,Follow-Up,0,0,,Low
GEDS-65FPRC,20180828,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
GEDS-65FPRC,20180105,Follow-Up,0,0,,Low
GEDS-65FPRC,20180102,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-65FPRC,20170726,Follow-Up,0,0,,Low
GEDS-65FPRC,20170725,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
GEDS-65FPRC,20161220,Follow-Up,0,0,,Low
GEDS-65FPRC,20161214,Routine,2,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",High
GEDS-65FPRC,20160824,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SHEN-AZMNFV,20190927,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-AZMNFV,20190607,Follow-Up,0,0,,Low
SHEN-AZMNFV,20190507,Follow-Up,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
SHEN-AZMNFV,20190429,Follow-Up,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
SHEN-AZMNFV,20190424,Routine,2,2,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
SHEN-AZMNFV,20181004,Follow-Up,0,0,,Low
SHEN-AZMNFV,20181002,Routine,0,3,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
SHEN-AZMNFV,20180710,Routine,2,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SHEN-AZMNFV,20180509,Follow-Up,0,1,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
SHEN-AZMNFV,20180508,Follow-Up,0,3,"208,Not Critical,Foods obtained from unapproved sources [s. 11],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-7A3RL8,20191219,Routine,0,0,,Low
GEDS-7A3RL8,20190619,Routine,0,0,,Low
GEDS-7A3RL8,20190318,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-7A3RL8,20190107,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",
GEDS-7A3RL8,20180214,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-7A3RL8,20170707,Routine,0,0,,Low
GEDS-7A3RL8,20170203,Routine,0,0,,Low
GEDS-7A3RL8,20160826,Routine,0,0,,Low
GEDS-7A3RL8,20160318,Routine,0,0,,Low
A019679    ,20200108,Follow-Up,0,0,,Low
A019679    ,20191209,Routine,3,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
A019679    ,20190710,Follow-Up,0,0,,Low
A019679    ,20190626,Routine,3,3,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
A019679    ,20190313,Follow-Up,0,0,,Low
A019679    ,20190124,Follow-Up,0,0,,Low
A019679    ,20190122,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
A019679    ,20180912,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A019679    ,20180313,Routine,0,0,,Low
A019679    ,20170801,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat",Low
A019679    ,20170221,Routine,0,2,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A019679    ,20161019,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
SPLH-AEPLC8,20190830,Follow-Up,0,0,,Low
SPLH-AEPLC8,20190827,Routine,2,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SPLH-AEPLC8,20190207,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
SPLH-AEPLC8,20180525,Follow-Up,0,0,,Low
SPLH-AEPLC8,20180523,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
SPLH-AEPLC8,20170803,Routine,1,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SPLH-AEPLC8,20170419,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
